AcresTotal,Age,AgentIDX,AgentStatus,AnnInsurance,AnnMgmtExpenses,AnnualExpenses,AnnualTaxes,AnnualUtilities,ApxLandSqft,ApxLotSize,ApxNetLeaseableSqft,AssetSales,AssociationFee,AVMYN,BathsHalf,BathsTotal,Bedrooms,CapRatePercent,City,CompassSuffix,ConstAndFoundation,County,CrossStreetName,CurrentBldgUse,DateChange,Directions,DisplayFlagAddress,DisplayFlagListing,ElementarySchool,EnergyFeatures,ExteriorFeatures,FloodPlainYNU,Floor,GrossIncome,HeatAndCool,HighSchool,HOACOAYN,HomesteadYN,InteriorFeatures,LeaseYN,LegalDescription,LenderOwnedYN,ListAgentAgentID,ListAgentOfficeID,ListDate,ListingAgentID,ListingAgentName,ListingArea,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListingType,ListPrice,LotDescription,LotDimensions,MiddleSchool,ModificationTimestamp,MonthlyDuesDol,NetIncome,NumOfLoadingDocks,OccupancyDesc,OccupantName,OfficeIDX,OfficeStatus,OtherExpenses,OwnerAgentYN,ParcelNumber,Parking,ParkingTotal,PhotoCount,PhotoModificationTimestamp,PoolPresent,Possession,PostalCode,PropertySubType,PropertyType,PublicRemarks,Rails,RearExposureCode,RoadType,Roof,SewerAndWater,ShortSaleYN,Showing,SpecialInfo,SqFtTotal,StateOrProvince,Stories,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxID,TaxRange,TaxSectionCode,TaxTownship,TaxYear,TermsAvailable,TotalUnits,UnitNumber,VarDualRateCommYN,VirtualTourURL,VirtualTourYN,VOWAVMYN,VOWCommentsYN,WaterFrontage,WaterFrontPresent,WaterType,YearBuilt,Zoning
0,,Yes,"- Active",,660,,610,,0,"18 x 50",900,"Real Estate",660,No,,,,0,Homosassa,,"Steel,Foundation - Slab",,"W Industrial Lane","Automotive,Cabinet/Furniture,Light Industrial,Heavy Industrial,Manufacturing,Warehouse",2013-03-06,"Hwy 19 to west on Industrial Lane(across from Howards Flea Market) follow bend in the road to left. Unit is in the second set of buildings on right end unit closest Tex Pt. Sign in place.",,Yes,,,"Entry - Ground Level,Outdoor Lighting",No,"Concrete,Vinyl",0,"Cool - Wall/Window",,Yes,No,"110 Voltage,Ceiling - 16ft,Counters - Laminate",,"Servos Commercial Center Condo Decl in OR Bk 762 Pg 191 Unit 12 Bldg B",No,27551150973,27551150,2013-03-01,973,,19,2755,115,701378,0,Active,"Excl. Right to Sell",34900,"Zero Lot Line","18 x 50",,2013-06-12T12:28:59,55,,0,Vacant,Owner,Yes,"- Active",,No,2700360,"Assigned Parking,Drive - Paved,Parking Spaces",4,17,2013-03-01T14:55:12,,"At Close",34448,,Commercial,"Industrial warehouse space located in popular industrial park area of Homosassa. Lots of options here to run your small business out of. Unit has showroom space and small office under air as well as large open warehouse/shop space. Upstairs there is another office space as well as storage/workshop area. 4 deeded, paved parking spots per unit with additional overflow spots for all units to use. $55 per month covers all exterior maintenance of building as well as lawn care and sewage/water. Great investment opportunity as well at todays low prices. Typical unit in area rents for ~$400 per month.",No,S,"County,Paved",Metal,"Sewer - Septic Community,Water - Shared Well",No,"Call List Agent,Call List Office,Lockbox","Sold As Is",900,FL,2,S,"Tex Point",6330,,610.42,,,,,2012,"Cash,Conventional",,,No,,,,,0,No,,1987,
3.5,,Yes,"- Active",,,,,,152460,,0,"Bus. & R.E.",0,No,,,,0,Inverness,,"Concrete Block",,,"Club House,Mobile Home Park",2012-12-09,"44 EAST TO PROPERTY ON LEFT",,Yes,,,"Shed/Utility Bldg,Trees",No,Carpet,,"Cool - Central Air,Heat - Central Electirc",,No,No,"Ceiling - Standard",,"SEE ATTACHMENT",No,2755059052,27550590,2012-12-01,52,,02,2755,059,359342,0,Active,"Excl. Right to Sell",225000,"Acreage,Flat",,,2012-12-10T02:48:58,0,,,Tenant,,Yes,"- Active",,No,1749255,"RV Parking",,10,2012-12-05T01:28:42,,"At Close",34450,,Commercial,"TURN KEY MOBILE HOME PARK AND 18 HOLE MINI GOLF COURSE ON 3.5 ACRES AND 2 RV SPACES. 1 LARGE HOME WITH 2 CAR DETACHED GARAGE FOR STORAGE. 6 MOBILE HOMES GOOD TRACK RECORD FOR RENTALS",,,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Private Well",No,"Call List Agent","Title Insurance",0,FL,1,E,"GULF TO LAKE HWY",8763,,3318,,,,,2011,Cash,9,,No,,,,,,Yes,Pond,1985,
0,,Yes,"- Active",0,0,0,0,0,1500,"35 x 61",1300,"Real Estate",0,No,,,,0,"Crystal River",,"Frame,Wood Siding",,7th,"Medical/Dental,Office,Professional",,"From U.S. 19, east on SE 5th, Right into Professional Park, 1st unit on left ( #2 )",,Yes,,,"Entry - Ground Level",Unverified,"Carpet,Vinyl",0,"Cool - Central Electric,Heat - Central Electirc",,Yes,No,"110 Voltage,Ceiling - 8ft,Ceiling - Standard,Counters - Laminate",,"Unit 2 Professional Park Condominiums",No,275505919,27550591,2013-05-07,9,,16,2755,059,702812,1,Active,"Excl. Right to Sell",89900,"Other See Remarks","35 x 61",,2013-05-07T21:13:06,390,0,0,Vacant,,Yes,"- Active",0,No,2330139,"Drive - Blacktop,Parking Spaces",8,14,2013-05-07T21:13:06,,"At Close",34429,,Commercial,"Premium Medical Office location in the Heart of Crystal River. Easy access to everything. ""Turn Key"" office offers a great place to begin your practice. 2 exam rooms, 2 offices, 2 baths, administative area with built in cabinets, large reception room and ample storage. Affordably Priced and ready for occupancy.",No,N,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Public,Water - Public",No,"Call List Office,Key in Office","Brighthouse Cable,High Speed Internet,HOA Disclosure,Progress Energy,Seller Prop Disclosure,Title Insurance",1300,FL,1,SE,"5th Terrace",700,"Not on List",1162,,,,,2011,"Cash,Conventional,Lease Option/Purchase",1,,No,http://www.visualtour.com/shownp.asp?SK=13&T=3047624,Yes,,,0,No,,1982,
3,,Yes,"- Active",,,,,,126000,420X300,2500,"Real Estate",,No,,,,0,Homosassa,,"Steel,Foundation - Slab",,,"Professional,Warehouse",,"HWY 19 TO GROVER CLEVELAND PROPERTY ON L SEE SIGN.",,Yes,,,"Entry - Ground Level,Fence - Chain,Landscape - Full,Outdoor Lighting,Trees,Workshop",No,"Carpet,Concrete",,"Cool - Central Air,Heat - Central Electirc",,No,No,"220 Voltage,Ceiling - 12ft,Ceiling - Vaulted,Elec - 3 Phase",,"HOMOSASSA HGLDS PB7 PG33 LOT 46 & HOMOSASSA HGLDS PB 7 PG 33 LOTS 47 & 48 EXC PARCEL 117 & 118 TO COUNTY RD/RW DESC IN OR BK 558 PG 652",No,275549123580,27554912,2013-02-05,3580,,23,2755,491,700816,2,Active,"Excl. Right to Sell",799000,Acreage,420X300,,2013-02-05T18:50:37,,,,Owner,,Yes,"- Active",,No,1930812,"Drive - Blacktop,Drive - Paved,Parking Spaces,RV Parking,Storage,Truck Parking",,11,2013-02-05T18:50:37,,"At Close",34446,,Commercial,"420 FT OH HIGHWAY FRONTAGE 3 ACRES 2 PROPERTYS COMBINED COULD BE SEPERATED. SITS ON A CORNER LOT WITH MULTIPLE ENTRY'S. 2500 SQ FT BUILDING BUILT IN 2008 WAREHOUSE SPACE 1440' WITH 14' CEILING HAS 14' ROLL UP DOORS ON EACH END OF BUILDING. INCLUDES 285' OFFICE SPACE, AND A 32'X 20' UNDER ROOF BAY. THE ENTIRE PROPRTY IS FENCED AND HAS A MOBILE ON END OF PROPERTY WHICH IS CURRENTLY RENTED OR COULD BE REMOVED FOR EXPANSION. THIS WOULD BE A GREAT PLACE TO START A NEW BUSINESS OR RELOCATE AND EXPAND YOUE EXISTING BUSINESS.",,,"County,Paved",Metal,"Sewer - Public,Water - Private Well,Water - Public",No,"Appointment Only,Call List Agent,Owner Occupied","Other See Remarks",2500,FL,1,,"GROVER CLEVELAND BLVD",7159,,5017.88,,,,,2012,"Cash,Conventional",,,No,,No,,,,No,,2008,
.91,,Yes,"- Active",,,,,,40000,"200 X 200",10000,"Real Estate",0,No,,,,0,Hernando,,"Steel,Foundation - Slab",,"Florida Ave.","Light Industrial,Heavy Industrial,Warehouse",2012-05-23,"41 North to L/Overdrive Circle to first right Buildings on left.",,Yes,,"Extra Insulation","Fence - Chain",Unverified,Concrete,,"Cool - None,Heat - None",,No,No,"200+ Amps,110 Voltage,220 Voltage",,"Citrus Industries Industrial Park PB 13 PG 145 LOT 43",No,27550592185,27550592,2009-09-22,185,,01,2755,059,336882,2,Active,"Excl. Right to Sell",399000,Flat,"200 X 200",,2013-01-26T18:08:17,0,,,Tenant,,Yes,"- Active",,No,3234744,"Drive - Blacktop,Drive - Paved,Parking Spaces,Paved Area,Unassigned",,1,2012-02-06T14:04:01,,"At Close",34442,,Commercial,"Two 5000 sq. ft. Metal Buildings in an approved industrial park - divided into 5 units - 2 - 1250 sq. ft. units and 3 - 2500 sq. ft. units - each unit has a restroom + 3 additional roughed plumbing.  8 roll up doors - 8 - 200 amp & 3 Phase service individually metered, fully insulated, and fencing at perimeter.  Could be divided into 8 - 1250 sq. ft. units.",No,,Paved,Metal,"Sewer - Septic Private,Water - Private Well",No,"Appointment Only,Call List Office","Restrictions,Survey",10000,FL,1,E,"Overdrive Circle",657,,5945,,19,32,17,2008,"Cash,Conventional",5,,No,,,,,,No,,2006,
.6,,Yes,"- Active",,,,,,25200,"210 X 120",2492,"Real Estate",0,No,,,,0,Homosassa,,"Concrete Blk/Stucco",,,Vacant,2012-05-23,"US 19 to West on Halls River Rd. property on the south side of the road.",,Yes,,,"Fence - Chain,Patio - Covered,Shed/Utility Bldg",Yes,"Other See Remarks",,"Cool - Wall/Window",,No,No,"110 Voltage",,"Unit 1 of Homosassa Lots 1 - 6 and part of vacanted westerly Chicago Ave plus alley described in book 1229 pg 4",No,27550592185,27550592,2011-01-18,185,,19,2755,059,346904,2,Active,"Excl. Right to Sell",180000,"Flat,Rectangle","210 X 120",,2013-04-30T18:46:32,0,,,Vacant,,Yes,"- Active",,No,1123259,"Parking Spaces",,1,2012-04-10T15:50:26,,"At Close",34448,,Commercial,"High Traffic area just off of US 19 - Across the street from the Publix Shopping Center in the heart of the business activity. This property has formally been used as a Car lot, Bait shop, Nursery and has excellent potential for many business endeavors.  GNC zoning.",,,Paved,Metal,"Water - Public",No,"Call List Office,Vacant","Sold As Is",592,FL,1,W,"Halls River Rd",8666,Homosassa,2268.7,,17,22,19,2011,"Cash,Conventional",1,,No,,,,,,No,,1987,
.98,,Yes,"- Active",,,,,,42845,"144 x 244",1380,"Real Estate",,No,,,,0,Homosassa,,"Aluminum Siding,Manuf/Modular",,,"Office,Office Building,Retail",2012-09-28,"US 19 heading South,Homosassa turn Left at Grover Cleveland,head East, prroperty on Right next to the new County Library.",,Yes,,,"Entry - Ground Level,Fence - Chain,Shed/Utility Bldg",Yes,Vinyl,,"Cool - None,Heat - None",,No,No,"110 Voltage",,"UNIT 1 OF HOMOSASSA PB 1 PG 43 BEG AT THE NE COR OF LOT 4 BLK 62, TH S 89D 56M 14M W AL THE N BDRY OF SD LOT 4, SD N BDRY ALSO BEING THE S R/W LINE OF",No,27550592185,27550592,2010-07-23,185,,21,2755,059,343405,2,Active,"Excl. Right to Sell",150000,Irregular,"144 x 244",,2012-09-28T19:29:55,,,0,Vacant,,Yes,"- Active",,No,3357756,"Drive - Private,Unassigned",20,10,2012-09-16T14:43:46,,"At Close",34448,,Commercial,"Great Location, one acre Homosassa Business District Commercial site with Modular office building with a total of 1,380 sq/ft of Office  space.Resently remodeled perfect for lawn and garden center or landscape maintenance company.",No,S,County,"Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Public",No,"Appointment Only,Call List Office,Vacant","Aerial Photo,Brighthouse Cable,High Speed Internet,Sold As Is",1380,FL,1,W,"Grover Cleveland Blved",8144,,2825,,17E,22,19E,2011,"Cash,Conventional,Lease Option/Purchase,Owner Finance",3,,No,,No,,,0,No,,1968,
2.8,,Yes,"- Active",5000,0,14300,8500,1300,122295,"122,295",8300,"Bus. & R.E.",0,,,,,0,Homosassa,,Steel,,"W. Candy Lane","Self Storage",2013-02-02,"South US 19 Across From ProLine Boat.",No,Yes,,,"Fence - Chain",Unverified,Concrete,42720,"Cool - None,Heat - None",,No,No,"Elec - Single Phase",,"River Glen PB 2 PG 67 LOT 12 & 13 BLK B EXC W 300 FT BLK B OR BK 733 PG 593",No,27550592185,27550592,2013-02-02,185,,23,2755,059,700747,2,Active,"Excl. Right to Sell",549000,"2+ Lots,Acreage","122,295",,2013-02-02T18:07:59,0,,0,Tenant,,Yes,"- Active",1000,No,1116686,"Drive - Gravel,Drive - Unpaved",,3,2013-02-02T18:07:59,,"30 Days",34446,,Commercial,"T&G Storge business is on 3 prime US 19 acres in Homosassa FL. with existing indoor storage. Existing buildings include 28- 50x146 units, 8- 10x10 units and one 25x40 garage unit. This property is listed with adjacent property for expansion of indoor storage and a retail strip center. Engineering plans and fully approved permits are in-hand for 5 additional indoor storage buildings 2-30x120, 1-30x105, 1-15x30 and 1-20x150 plus a 30x80 4-unit retail strip center. Land is cleared and ready for construction.",No,E,Federal,"Other See Remarks","Sewer - Septic Community",No,"Appointment Only,Gate Code Required","Aerial Photo,Survey,Other See Remarks",8300,FL,1,S,"Suncoast Blvd",1611,"River Glen",8513,,17E,10,19E,2008,"Assume 1st with Approval",37,,No,,No,No,No,0,No,,1987,
3.5,,Yes,"- Active",9000,32000,121400,9500,9600,15260,,1410,"Bus. & R.E.",0,No,,,,3,Homosassa,,"Concrete Blk/Stucco,Frame,Frame/Stucco",,,"RV Resort",,"Halls River Road Left on Fishbowl Dr.",,Yes,,,"Entry - 1st Upper,Outdoor Lighting,Patio,Patio - Enclosed",Yes,Wood,202000,"Cool - Central Air,Heat - Central Electirc",,No,No,"440 Voltage",,"HOMOSASSA CO SUB OF 29-19-17 MAP 223B PCL A OF TURTLE CREEK CAMPGROUND (PT OF LTS 50 & 51) FURTHER DE S C IN OR BK 920 PG 1235",No,27550592185,27550592,2013-02-02,185,,19,2755,059,700748,2,Active,"Excl. Right to Sell",1900000,"Acreage,Irregular,Waterfront",,,2013-05-16T17:18:29,0,80600,0,Owner,,Yes,"- Active",61300,No,1142024,"Assigned Parking,Boat Parking,Drive - Blacktop,Private Lot,RV Parking",45,14,2013-02-15T14:01:30,,"At Close",34448,,Commercial,"One of the few Waterfront RV Parks in Citrus County. This Homosassa River park is 100% occupied most of the year, With a 40 slip marina and 2,100 sq/ft Pub and Clubhouse. An opportunity like this doesn't come around very often....",No,W,County,"Asphalt/Fiberglass Shgl","Sewer - Public,Water - Public",No,"Appointment Only,Call List Office,Owner Occupied","Aerial Photo,Full Financials,High Speed Internet",3144,FL,1,W,Fishbowl,10175,"Homosassa Cos Sub",9601,,,,,2012,"Cash,Conventional",27,,No,,,,,1200,Yes,"Fresh Water Canal,Gulf Access,Open Water View,River Canal,Water Access",1979,
1.73,,Yes,"- Active",,,,,,75355,"261 X 290",9055,"Bus. & R.E.",,No,,,,8,"Crystal River",,"Concrete Blk/Stucco,Foundation - Slab",,,"Bar/Tavern,Restaurant,Vacant",2013-03-27,"Gulf To Lake (highway 44 West) close to Manatee Lanes bowling.",,Yes,,"Attic Fan","Entry - Ground Level,Fence - Wood,Fenced Yard,Handicap Modified,Landscape - Full,Outdoor Lighting,Patio",Yes,"Carpet,Ceramic Tile,Concrete,Stone",,"Cool - Central Electric,Heat - Central Electirc",,No,No,"440 Voltage,Ceiling - 12ft,Fire Sprklr - None,Fireplace - Wood,Handicap Modified,Skylight",,"(LR-05-36 ACCEPTED 11/16/2005 SURVEY IN OR BK 1978 PG 1027) PARCEL A: W 163 FT OF S1/2 OF NE1/4 OF NW1/4 OF SW1/4 SEC 23-18-17 N OF SR 44 EXC W 20 FT",No,27550592185,27550592,2013-01-23,185,,16,2755,059,700493,2,Active,"Exclusive Agency",450000,Acreage,"261 X 290",,2013-03-27T17:55:07,,,0,Vacant,,Yes,"- Active",,Yes,1082226,"Drive - Blacktop,Parking Spaces,Paved Area,Private Lot,Storage",90,13,2013-01-23T19:22:38,,"At Close",34428,,Commercial,"This is a 225 seat restaurant and Lounge orignally built in 1964 as one of Citrus Counties premier eating establishments. In 2007 It was completely renovated including exterior, interior walls, roofing, lighting, signage, carpet,tile,bathrooms,A/C and the addition of central water and sewer. In 2012 the Kitchen was been completely remodeled. Florida Liquor License is available with this restaurant. Everthing is here ""Turn Key"" to walk in and make it great once again.",No,N,County,"Asphalt/Fiberglass Shgl,Rubber Membrane","Sewer - Public,Water - Public",No,"Alarm,Appointment Only,Call List Office,Lister Accompany,Vacant","Aerial Photo,Brighthouse Cable,Flood Insurance,Flood Plain,Furnished,High Speed Internet,Sold As Is,Withlacooche Electric",10000,FL,2,W,"Gulf To Lake Highway",7855,,8749.93,,,,,2011,"Cash,Conventional,Owner Finance",1,,No,http://bit.ly/YE1e6V,Yes,,,,No,,1964,
1.2,,Yes,"- Active",10699,,23364,7887,2820,52083,"330 x 135",8800,"Real Estate",0,No,,,,8,Homosassa,,"Concrete Block,Foundation - Slab",,"US 19","Retail,Strip Mall",,"US 19/ S. Suncoast Blvd just North of ACE Hardware.",,Yes,,"Extra Insulation","Outdoor Lighting",Yes,Carpet,84900,"Cool - Multi Unit,Heat - Central Electirc",,No,No,"220 Voltage,Ceiling - 8ft,Ceiling - Standard,Elec - Single Phase",,"PT OF NE1/4 OF NE1/4 OF SW1/4 NOT INCL UNITS 1 & 5 OF HOMOSA SSA PB 1 PG 43 EXC US HWY 19 R/W DESC IN OR BK 736 PG 2182",No,27550592185,27550592,2012-12-18,185,,19,2755,059,359603,2,Active,"Excl. Right to Sell",750000,"Corner Lot","330 x 135",,2012-12-18T18:17:38,0,,0,Tenant,,Yes,"- Active",,Yes,1122821,"Drive - Blacktop,Drive - Paved,Parking Spaces,Shared Parking",50,2,2012-12-18T18:17:38,,"At Close",34461,,Commercial,"Great seven unit commercial plaza in Homosassa Florida. This building has been totally renovated including new roof. Excellent location on very high traffic portion of US 19. A location where your business needs to be, to be seen.",No,W,Federal,"Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Public",No,"Appointment Only,Call List Office","Aerial Photo,High Speed Internet,Progress Energy,Survey",10800,FL,1,S,Suncoast,3538,,7768,,,,,2011,"Cash,Conventional",7,,No,,,,,,No,,1980,
1.1,,Yes,"- Active",,,,,,48000,"160 X 300",11376,"Real Estate",,No,,,,0,"Crystal River",,"Concrete Blk/Stucco,Steel,Foundation - Slab",,"US 19",Retail,,"US 19 North of Crystal River, East side of Highway.",,Yes,,,"Door - Dbl. Entry,Entry - Ground Level,Outdoor Lighting",Unverified,"Carpet,Ceramic Tile,Concrete",,"Cool - Central Air,Heat - Central Electirc",,No,No,"Ceiling - 16ft,Fire Sprklr - Ovhd All",,"CRYSTAL RIVER COMMERCIAL CENTER PB 15 PG 138 LOT 2 & EASM IN OR BK 1069 PG 1509",No,27550592185,27550592,2013-05-08,185,,16,2755,059,702845,2,Active,"Excl. Right to Sell",550000,"Flat,Rectangle","160 X 300",,2013-05-08T22:03:32,,,1,Vacant,,Yes,"- Active",,No,2770228,"Drive - Blacktop,Parking Spaces,Paved Area,Private Lot",26,8,2013-05-08T22:03:32,,"At Close",34428,,Commercial,"US 19 High traffic location in Crystal River Florida, has 11,376 sq/ft of commercial showroom and warehouse space. It is a former Aarons Rents retail site, and has a great layout for retail or could be converted for many uses. This property has excellent access with a curb cut on US 19. If you're in need of space don't pass this one up, it is an excellent value.",No,E,"Federal,Paved","Rubber Membrane","Sewer - Public,Water - Public",No,"Alarm,Call List Office,Key in Office","Aerial Photo,High Speed Internet,Sold As Is",11440,FL,1,NW,"US Highway 19",2061,,16450,,,,,2012,"Cash,Conventional",1,,No,,,,,,No,,1995,
2.73,,Yes,"- Active",,,,,,118766,,7254,"Real Estate",,No,,,,0,Lecanto,,"Concrete Blk/Stucco,Foundation - Slab",,,"Bar/Tavern,Club House,Light Industrial,Office Building,Restaurant,Retail",,"From Inverness, take Gulf to Lake Highway (State Road 44) West. Building located on the right",,Yes,,"Ridge Vents","Door - Dbl. Entry,Handicap Modified,Landscape - Full,Outdoor Lighting,Shed/Utility Bldg",No,"Carpet,Ceramic Tile,Concrete",,"Cool - Central Air,Cool - Multi Unit,Heat - Central Electirc",,No,No,"200+ Amps,Counters - Laminate,Decorator Lights,Handicap Modified",,"NEW MAYFIELD ACRES PB 2 PG 42 LOT 6 BLK D EXC RD R/W DESC N OR BK 1035 PG 147(6-19-19 90000-1720)",No,27550592185,27550592,2013-05-23,185,,14,2755,059,703186,2,Active,"Excl. Right to Sell",795000,"Acreage,Mixed Topography",,,2013-05-28T15:59:25,,,0,Vacant,,Yes,"- Active",,No,1497078,"Drive - Paved,Parking Spaces,Paved Area,Private Lot,RV Parking",75,24,2013-05-28T15:59:25,,"At Close",34461,,Commercial,"This Newly Remodeled 7560 sq/ft General Commercial building located between Inverness & Crystal River, Florida has an open floor plan that lends itself to many possible uses. Fraternal Club, Restaurant, Church, Nightclub or Meeting Banquet Facility. It's central location develops traffic from both East and West Citrus County.",No,N,State,"Built Up","Sewer - Septic Private,Water - Public",No,"Alarm,Appointment Only,Call List Office,Key in Office","Aerial Photo,Brighthouse Cable,Sold As Is",7560,FL,1,E,"Gulf To Lake",299,"New Mayfield Acres",7920,,,,,2011,"Cash,Conventional",1,,Yes,http://bit.ly/Zc6AE1,Yes,,,,No,,1978,
.68,,Yes,"- Active",,,,,,15000,"100 X 150",800,"Real Estate",,No,,,,0,Homosassa,,"Concrete Block,Foundation - Slab",,,"Automotive,Office,Office Building,Retail",,"Homosassa Trail across from Adam's Towing",,Yes,,,"Door - French,Fence - Chain,Fence - Wood,Outdoor Lighting,Shed/Utility Bldg,Workshop",No,"Ceramic Tile",,"Cool - Central Air,Heat - Central Electirc",,No,No,"200+ Amps,Ceiling - 8ft,Counters - Laminate",,"Villa Ter Unit 11 OF Homosassa PB 1 PG 52 LOT 4 BLK 350",No,27550592185,27550592,2013-03-19,185,,21,2755,059,701785,2,Active,"Excl. Right to Sell",89900,Rectangle,"100 X 150",,2013-03-19T19:43:29,,,0,Vacant,,Yes,"- Active",,No,2237180,"Drive - Paved,Unpaved Area",10,15,2013-03-19T19:43:29,,"At Close",34448,,Commercial,"Retail Commercial Building suitable for Automotive repair. This gated property includes a covered carport with hydraulic auto lift and separate workshop. The main building includes a customer reception area, full bathroom, kitchen two private offices and break room. If more Land is needed the adjacent Lot can be purchased for $10,000.",No,S,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Private Well",No,"Call List Office,Lockbox Call,Vacant","Aerial Photo,Owner Owns Property,Sold As Is",800,FL,1,W,"Homosassa Trail",6390,"Villa Terrace",1223,,,,,2012,"Cash,Conventional,Owner Finance",1,,No,,No,,,,No,,1985,
.88,,Yes,"- Active",,,,,,38478,106x363,2400,"Real Estate",,No,,,,0,"Floral City",,"Foundation - Slab",,,Retail,,"Hwy 41 from Inverness toward Floral City - JUST past Dollar General on right. Currently a consignment shop.",,Yes,,,"Entry - Ground Level,Fence - Partial,Landscape - Partial,Trees",Unverified,Concrete,,"Cool - Central Air",,No,No,"Ceiling - Standard",,"COM AT THE SW COR OF SE1/4 SEC 10-20-20 TH N 0D 45M 58S W AL THE W LN OF THE SE1/4 OF SD SEC 10 A DIST OF 1376.06 FT TO THE SW COR OF NW1/4 OF SE1/4 O",No,275506103713,27550610,2013-05-24,3713,,05,2755,061,703424,0,Active,"Excl. Right to Sell",138000,Flat,106x363,,2013-06-11T15:32:47,,,0,Owner,,Yes,"- Active",,No,1847516,"Drive - Gravel",5,9,2013-06-11T15:32:47,,"At Close",34436,,Commercial,"Prime GNC Location for Business in Floral City! 2400 SF Bldg. located on almost an acre! Property located between NEW Family Dollar and Dollar General. Easy to spot from Hwy 41 and minutes from Downtown Floral City! Lot has plenty of room to GROW! Great place to start your biz!",No,,"Paved,State",Metal,"Sewer - Septic Private,Water - Public",No,"Appointment Only,Call List Agent,No Sign,Owner Occupied","Sumter Electric",2400,FL,1,S,Florida,7050,,1276.73,,,,,2013,"Cash,Conventional,FHA,Lease Option/Purchase",,,No,,No,,,0,No,,1955,
.5,,Yes,"- Active",,,,,,22000,"200 x 110",1672,Business,,No,,,,0,Inverness,,"Frame,Frame/Stucco,Foundation - Slab",,,"Office Building,Retail,Vacant",2013-03-14,"GO E ON ST RD 44 FOR 3.2 MILES PAST THE FIRE STATION TO PROPERTY ON RT. LOOK FOR SIGN.  CHAIN LINK FENCE SURROUNDS PROPERTY.",,Yes,,,"Door - Sliding Glass,Entry - Ground Level,Fenced Yard,Shed/Utility Bldg,Window - Sliding",Unverified,"Ceramic Tile",,"Cool - Wall/Window",,No,No,"Ceiling - Vaulted,Counters - Laminate,Inside Laundry",,"EastCoveUnit1 PB4 PG82 Lots23,24,25&26 BLK AEastCoveUnit1 PB4 pg82 LOTS 27 & 28 BLKA",No,27550470343,27550470,2013-01-12,343,,03,2755,047,700321,0,Active,"Excl. Right to Sell",159000,"2+ Lots,Flat,Rectangle,Room for Pool,Waterfront","200 x 110",,2013-05-20T16:23:10,,,,Vacant,,Yes,"- Active",,No,2992751,"Drive - Blacktop,Parking Spaces",10,19,2013-01-17T13:43:31,,"30 Days",34450,,Commercial,"This high visability commercial/residential property has 200 ft hwy frontage on ST RD 44 and is enclosed by chain link fence with gates on each end.  Easy access location provides good traffic pattern for local, I-75 and crossroads to Tampa, Orlando & Gainesville.  Working and/or living quarters w/attached garage total 1691 sq. ft. Includes 25 x 20 carport, 20 x 12 carport, 16 x 10 shed and re-built dock.  POSSIBILITY PLUS!",No,S,"Paved,State",Metal,"Sewer - Septic Private",No,"Call List Agent,Call List Office,Vacant","Seller Prop Disclosure,Sold As Is,Sumter Electric",1672,FL,1,E,"Gulf to Lake Highway",10034,"East Cove",881.42,,,,,2011,"Cash,Conventional",,,Yes,,No,,,200,Yes,"Fresh Water Canal",1985,
