AcresTotal,AgentIDX,AgentStatus,ApxLotSize,AssociationFee,AvailableUtilities,AVMYN,Buildings,City,CommunityAmenities,CompassSuffix,CondoFeeIncludes,County,CrossStreetName,DateChange,DateDeleted,Directions,DisplayFlagAddress,DisplayFlagListing,ElementarySchool,Fencing,FloodPlainYNU,HighSchool,HOACOAYN,HomesteadYN,LandUseDesc,LeaseYN,LegalDescription,LenderOwnedYN,ListAgentAgentID,ListAgentOfficeID,ListDate,ListingAgentID,ListingAgentName,ListingArea,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListingType,ListPrice,LotDescription,LotDimensions,MiddleSchool,ModificationTimestamp,MonthlyDuesDol,OfficeIDX,OfficeStatus,OnSiteUtilities,OwnerAgentYN,ParcelNumber,PhotoCount,PhotoModificationTimestamp,Possession,PostalCode,PropertySubType,PropertyType,PublicRemarks,RearExposureCode,Restrictions,RoadFrontage,RoadType,SewerAndWater,ShortSaleYN,Showing,SpecialInfo,StateOrProvince,StatusChangeDate,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxID,TaxRange,TaxSectionCode,TaxTownship,TaxYear,TermsAvailable,VarDualRateCommYN,VirtualTourURL,VirtualTourYN,VOWAVMYN,VOWCommentsYN,WaterFrontage,WaterFrontPresent,WaterType,Zoning
1.2,Yes,"- Active",370x150,,Telephone,No,None,Lecanto,,,,,,,,"From Inverness take W. Gulf to Lake Hwy. to Lecanto (go pass the Wal Mart several miles) turn North onto Elinor Terr. the property is just behind the DRA",Yes,Yes,,,Unverified,,No,,Commercial,,,No,27550470375,27550470,2013-03-13,375,,08,2755,047,701681,0,Active,"Excl. Right to Sell",51900,"Acreage,Rectangle",370x150,,2013-03-15T04:56:40,,Yes,"- Active",None,No,1501202,8,2013-03-15T04:56:40,,34461,,"Vacant Land"," Commercial Off Hwy. Approx. .34 Acres of the property is zoned PSO (100x150) The far side or back of the property is zoned Residential, approx. .86 Acres (250x150) with a 50' easement across the north end. Homes or Mobile Homes allowed on the Residential or use allowable amount of the Residential for green space, well, septic and DRA for the Commercial Project. PSO - Professional Service Office",,,,,"Sewer - None,Water - Needs Well",No,"Go There,Vacant",,FL,2013-03-13,W,"Gulf to Lake Hwy.",2547,,138.07,,,,,2012,"Cash,Conventional",No,,,Yes,Yes,,No,,
3.8,Yes,"- Active",,,"Electric-SECO,Telephone",No,None,Inverness,"Boat Dock",,,,,,,"From downtown Inverness take E. Gulf to Lake Hwy. (St.Rd.44) to Boyscout Rd., turn South.",Yes,Yes,,,Yes,,No,No,"Single Family Residential",,,No,27550470375,27550470,2013-03-13,375,,03,2755,047,701722,0,Active,"Excl. Right to Sell",17199,"Acreage,Irregular",,,2013-03-16T20:02:43,,Yes,"- Active",None,No,1879582,10,2013-03-16T20:02:43,,34450,,"Vacant Land","Near the River and through a woods like neighborhood. No deed restrictions, horses, some farm animals and Homes or Mobiles allowed. See Seller's Vacant Land Disclosure Statement.",,,,,"Sewer - None,Water - Other",No,"Go There,Vacant",,FL,2013-03-13,E,"Shawnee Trail",12972,,430.78,,,,,2012,"Cash,Conventional",No,,,Yes,Yes,,No,,
.6,Yes,"- Active","150 x 177",0,"Cable TV,Electric-Progress Energy,Overhead,Telephone",,None,Dunnellon,,,,,"Gatlen Avenue",2012-03-30,,"From intersection of US Hw 41 just south of Dunnellon, go west on State Road 488, also called W. Dunnellon Road approx. 1 mile on left. Just past Gatlen & car lot on left.",Yes,Yes,,None,Unverified,,No,No,Commercial,,"SUNKIST ESTATES LOTS 64, 65, & 66",No,2755406036,27554060,2009-04-13,36,,12,2755,406,333703,0,Active,"Excl. Right to Sell",99500,"Rectangle,Wooded","150 x 177",,2012-12-30T13:53:46,0,Yes,"- Active",None,No,1197848,4,2010-05-05T17:21:35,"At Close",34433,,"Vacant Land","OWNER FINANCING!! 150 foot frontage on Hwy 488 (W. Dunnellon Road). Property measures 150' x 177' and zoned General Commercial. In busy area and good traffic. Approximately 1 mile west of intersection of Hwy 41 & State Road 488. Businesses in area consists of car lot, lumber yard and VFW club. Easy access to Dunnellon & Crystal River as well as the Withlacoochee River, Rainbow River and Lake Rousseau.",S,,150,"County,Paved","Sewer - None,Water - Needs Well",No,"Go There,Vacant","Progress Energy,Title Insurance",FL,2012-12-30,W,"Orange Grove",3085,"Sunkist Est.",535,,18,34,16,2011,"Cash,Conventional,Owner Finance",No,,,Yes,Yes,0,No,,
1,Yes,"- Active","150 x 292",0,"Cable TV,Electric-Progress Energy,Overhead,Telephone",No,None,Lecanto,,,,,Knightsbridge,2012-03-30,,"44 West from Inverness, right on Kensington Avenue, left on Savoy, right on Seton to ptoperty on left just past where Knightsbridge intersects Seton.",Yes,Yes,,None,Unverified,,No,No,"Single Family Residential",,"KENSINGTON ESTATES UNIT 2 LOT 15 BLOCK J",No,2755406036,27554060,2009-12-22,36,,08,2755,406,338684,0,Active,"Excl. Right to Sell",28500,"Flat,Rectangle,Room for Pool,Wooded","150 x 292",Lecanto,2012-12-30T13:53:18,0,Yes,"- Active",None,No,1628717,2,2009-12-22T14:02:42,"At Close",34461,,"Vacant Land","Lightly wooded acre tract in Kensington Estates. Great area for your new home. Zoned for single family homes but allows detached buildings as well as having boat, motor home etc. Convenient location to Lowes, Wal-Mart, shopping, banking and other stores just a few minutes away. Easy access via Hwy 44 to Inverness as well as Crystal River.",W,,150,"County,Paved","Sewer - None,Water - Needs Well",No,"Go There,Vacant","Brighthouse Cable,High Speed Internet,Pets Allowed,Progress Energy,Small Pets Allowed,Title Insurance",FL,2012-12-30,N,"Seton Avenue",296,"Kensington Est.",296,,19,31,18,2011,"Cash,Conventional",No,,,Yes,Yes,,No,,
1.46,Yes,"- Active","248 x 250 x 261 x 250",119,"Cable TV,Electric-Progress Energy,Overhead,Public Water,Telephone",No,None,"Beverly Hills","Golf Course,Lighted Tennis,Near Shopping,Tennis Court(s)",,,,Amarillo,2013-02-02,,"From Beverly Hills on Hwy 491, Pine Ridge Blvd. to left on Amarillo, right on Horseshoe to property on right.",Yes,Yes,,None,Unverified,,Yes,No,"Single Family Residential",,"PINE RIDGE UNIT 1 PB 8 PG 25 LOT 14 BLK 259",No,2755406036,27554060,2011-12-08,36,,14,2755,406,352663,0,Active,"Excl. Right to Sell",27500,"Acreage,Non-Waterfront,Rectangle,Room for Pool,Wooded","248 x 250 x 261 x 250",,2013-02-02T20:03:54,0,Yes,"- Active",None,No,1896681,2,2013-02-02T19:59:18,"At Close",34465,,"Vacant Land","Lightly, level wooded 1.46 acre tract in Pine Ridge. Community offers equestrian center, horse stables, miles of riding trails, tennis and golf. Conveniently located in the center of the county with easy access to Beverly Hills, Inverness, Crystal River, Homosassa and Ocala. Lkae chain in nearby Inverness, rivers and Gulf of Mexico for boating and fishing. Great location for your new custom home.",,"Other See Remarks",248,"County,Paved","Sewer - None,Water - Public",No,"Go There,Vacant","Brighthouse Cable,Golf Community,High Speed Internet,HOA Disclosure,Progress Energy,Small Pets Allowed,Title Insurance",FL,2013-02-02,W,Horseshoe,4687,"Pine Ridge",279,,18,32,17,2012,Cash,No,,No,Yes,Yes,,No,,
2.17,Yes,"- Active",,0,"Cable TV,Electric-Progress Energy,Public Water,Telephone",No,None,"Floral City",,,,,,,,"41 South from Inverness, right at the light in Floral City on Orange Avenue, left on Bedford to property on right.",Yes,Yes,,,Unverified,,No,No,"Single Family Residential",,"E 260 FT OF FOL DESC LAND S1/2 N1/2 OF S1/2 OF SW1/4 NW1/4 & S1/2 S1/2 OF SW1/4 NW1/4 LESS PRESCRIPTIVE RD IN PPB 1 PG 1 32 DESC IN OR BK 118 PG 59,EA",Yes,2755406036,27554060,2013-01-17,36,,05,2755,406,700351,0,Active,"Excl. Right to Sell",17500,"Acreage,Corner Lot,Rectangle,Room for Pool,Wooded",,,2013-03-11T15:38:27,0,Yes,"- Active",None,No,1854679,2,2013-01-17T17:51:56,"At Close",34436,,"Vacant Land","Bank owned 2.17 acre corner tract in the heart of beautiful downtown Floral City, FL. Paved road and central water available. Lots of gorgeous oak trees. Would make a wonderful setting for your new home. Easy access to lake chain just up the street on Duval Island with a boat ramp off Hwy 48 and just around the corner from Rails to Trails for bike riding. Covenient to Inverness and Brooksville as well as I-75 to the east. Adjoining 2.31 acre tract available as well for the same price.",,,,"County,Paved","Sewer - None,Water - Public",No,"Go There,Vacant","Pets Allowed,Progress Energy,Title Insurance",FL,2013-03-11,S,Bedford,8020,,567,,,,,2012,Cash,No,,No,Yes,Yes,,No,,
2.31,Yes,"- Active","220 x 456",0,"Electric-Progress Energy,Overhead,Public Water,Telephone",No,None,"Floral City",,,,,,,,"Hwy 41 South from Inverness, right at the light in Floral City on Orange Avenue, left on Bedford Road to property on right.",Yes,Yes,,None,Unverified,,No,No,"Single Family Residential",,"W 220 FT OF THE E 480 FT OF THE FOLLOWING DESCR PROPERTY, S1 /2 OF N1/2 OF S1/2 OF SW1/4 OF NW1/4 & S1/2 OF S1/2 OF SW1/4 OF NW1/4 SEC 15 DESC IN OR B",Yes,2755406036,27554060,2013-01-17,36,,05,2755,406,700354,0,Active,"Excl. Right to Sell",17500,"Rectangle,Room for Pool,Wooded","220 x 456",,2013-03-11T15:37:39,0,Yes,"- Active",None,No,1854687,3,2013-01-17T18:48:19,"At Close",34436,,"Vacant Land","Bank Owned 2.31 acre site in the heart of beautiful downtown Floral City, FL. Paved road and central water available. Perfect wooded tract for your new custom home. Easy access to lake chain just down the street at Duval Island off Hwy 48 and is just around the corner from Rails to Trails for bike riding and leisurely walking. Easy access to Inverness and Brooksville as well as going east to I-75. Adjoining 2.17 acre tract available for the same price.",,,,"County,Paved","Sewer - None,Water - Public",No,"Go There,Vacant","Progress Energy,Title Insurance",FL,2013-03-11,S,Bedford,8030,,567,,,,,2012,Cash,No,,No,Yes,Yes,,No,,
.72,Yes,"- Active","224 x 177 x 258 x 100",0,"Electric-Progress Energy,Overhead,Telephone",No,None,Dunnellon,,,,,,2013-02-13,,"Hwy 41 from Holder going north toward Dunnellon. On right hand side as you pass CR 39 or Withlacoochee Trial. See map attached under paper clip for idea of location.",Yes,Yes,,None,Unverified,,No,No,Commercial,,"BLAND COMMERCIAL PARK UNREC SUB LOTS 15 & 16 DESC IN OR BK 722 PG 2146 SEE PAPER CLIP FOR COMPLETE LEGAL.",Yes,2755406036,27554060,2012-08-15,36,,10,2755,406,357109,0,Active,"Excl. Right to Sell",22000,Irregular,"224 x 177 x 258 x 100",,2013-04-30T19:47:41,0,Yes,"- Active",None,No,2279630,4,2012-08-15T18:52:54,"At Close",34434,,"Vacant Land","Bank owned commercial site just south of Dunnellon on Hwy 41 in Citrus County. Zoned general commercial and is approximately 0.72 acres.",,,224,County,"Sewer - None,Water - Needs Well",No,"Go There,Vacant","Progress Energy,Title Insurance",FL,2013-04-30,N,"Blitzen Point",11800,,391,,18,2,17,2011,Cash,No,,No,Yes,Yes,0,No,,
.22,Yes,"- Active","80 x 120",0,"Electric-Progress Energy,Overhead,Telephone",No,None,Inverness,,,,,"S. Arlene Avenue",2012-11-15,,"Hwy 44 West, left on Arlene, left on Suzie Lane to property on left.",Yes,Yes,,None,No,,No,No,Commercial,,"INVERNESS HIGHLANDS UNIT 9 LOTS 62, 63, 64 & 65 BLOCK 144",No,2755406036,27554060,2012-10-09,36,,08,2755,406,358107,0,Active,"Excl. Right to Sell",25000,Rectangle,"80 x 120",,2013-05-08T13:03:16,0,Yes,"- Active",None,No,1660556,4,2012-10-09T17:50:34,"At Close",34453,,"Vacant Land","Vacant commercial zoned 80 x 120 lot just off busy Hwy 44 in Inverness just west of the city limits.",,,80,"County,Paved","Sewer - None,Water - Needs Well",No,"Go There,Vacant","Progress Energy,Title Insurance",FL,2013-05-08,E,"Suzie Lane",3467,"Inverness Highlands UL-9",310,,19,02,19,2011,Cash,No,,No,Yes,Yes,0,No,,
.22,Yes,"- Active","80 x 120",0,"Cable TV,Electric-SECO,Overhead,Telephone",No,None,Inverness,,,,,"Independence Hwy",,,"44 West, right on Independence, left on E. Bennett Street to lot on left.",Yes,Yes,,None,Unverified,,No,No,"Single Family Residential",,"INVERNESS HIGHLANDS UNIT 3 PB 2 PG 103 LOTS 41, 42, 43 & 4 4 BLK 116 TITLE IN OR BK 2005 PG 1583",No,2755406036,27554060,2012-09-21,36,,08,2755,406,357810,0,Active,"Excl. Right to Sell",3800,"Flat,Non-Waterfront,Rectangle,Room for Pool","80 x 120",,2012-09-21T17:40:59,0,Yes,"- Active",None,No,3440066,2,2012-09-21T17:40:59,"At Close",34452,,"Vacant Land","Vacant 80 x 120 lot on E. Bennett Street.",,,80,"County,Paved","Sewer - None,Water - Needs Well",Yes,"Go There,Vacant","High Speed Internet,Pets Allowed,Sumter Electric,Title Insurance",FL,2012-09-21,E,Bennett,4010,"Inverness Highlands",38,,19,02,19,2011,Cash,No,,No,Yes,Yes,0,No,,
40,Yes,"- Active",,0,"Other See Remarks",No,None,Brooksville,,,,,"Greenwood Street",2013-04-22,,"From Suncoast Parkway heading west on Hwy 50 to right on  Weeping Willow Street (Arby's on the corner), left on Greenwood Street, right on White Pine Avenue to property at end of cul-de-sac.",Yes,Yes,,,Unverified,,No,No,"Single Family Residential",,"The Northwest 1/4 of the Southeast 1/4 of Section 20, Township 22 South, Range 19 East, Hernando County, Florida",Yes,2755406036,27554060,2013-04-17,36,,27,2755,406,702368,0,Active,"Excl. Right to Sell",279900,"Rectangle,Wooded",,,2013-04-22T15:53:27,0,Yes,"- Active",None,No,00344648,4,2013-04-17T22:14:48,,34613,,"Vacant Land","Bank owned 40 acres in Brooksville, FL. Gorgeous wooded parcel with access from 2 streets each on opposite sides of the property. Paved access is from White Pine Ave. Other access is Weeping Willow to left on Star, left on Erma to end. Approx. 1.5 miles from Hwy 50.",,,,"Paved,Unpaved","Sewer - None",No,"Call List Office,Vacant",,FL,2013-04-22,,"White Pine Avenue",0,,6651,,,,,2012,"Cash,Conventional",No,,No,Yes,Yes,,No,,
23,Yes,"- Active",,0,Overhead,No,None,"Ridge Manor",,,,,,2013-04-22,,"From Hwy 50 and I-75 head east, left on Ridge Manor Blvd to property on left on corner of Ridge Manor Blvd and Knollwood Drive.",Yes,Yes,,,Unverified,,No,No,"Single Family Residential",,"East 1/2 of West 1/2 of Northwest 1/4 of Section 2, Township 23 South, Range 21 East LESS right-of-way of Old State Road 50. See attachment complete.",Yes,2755406036,27554060,2013-04-17,36,,27,2755,406,702370,0,Active,"Excl. Right to Sell",164900,Wooded,,,2013-04-22T15:52:06,0,Yes,"- Active",None,No,00394353,2,2013-04-17T22:58:50,"At Close",33523,,"Vacant Land","Bank Owned 23 acre parcel in Ridge Manor. Centrally located and easy access to Brooksville. I-75 and Hwy 301 are close by for convenience to Tampa, Ocala and Orlando.",,,,Paved,"Sewer - None",No,"Call List Office,Vacant",,FL,2013-04-22,,"Ridge Manor Blvd.",0,,3553,,,,,2012,"Cash,Conventional",No,,No,Yes,Yes,,No,,
.88,Yes,"- Active",138x280,,"Other See Remarks",,None,"Crystal River",,,,,,2013-06-11,,"from hwy 19 in Crystal River go west just past hwy 486 -property on left--NE corner of Gannett Place and Hwy 44.",Yes,Yes,,,Unverified,,No,No,Commercial,,"see ak 1110815 and 2865024",No,2755386054,27553860,2007-12-13,54,,12,2755,386,322109,0,Active,"Excl. Right to Sell",250000,"Corner Lot",138x280,,2013-06-11T22:59:13,0,Yes,"- Active","Other See Remarks",Yes,1110815,1,2009-12-11T16:08:18,,34429,,"Vacant Land","138 feet on busy Hwy 44-----.88 acres---front 200 feet of dept zoned commercial rear 80 feet zoned MDR- on hwy 44 near Publix and Winn Dixie--high and dry-great location for your new business-listing agent is owner of property",N,,,,"Water - Public",No,Vacant,,FL,2013-06-11,W,"highway 44",0,,1832,,,,,2007,"Cash,Conventional",No,,,Yes,Yes,,No,,
1,Yes,"- Active",150x305,,"Other See Remarks",,"Other See Remarks",Inverness,,,,,,2013-06-11,,"Hwy 44-South on Pleasant Grove Road(Hwy 581) on right-next door to Applebee's",Yes,Yes,,,No,,No,No,Commercial,,"see alt key 2949368",No,2755386054,27553860,2007-12-13,54,,07,2755,386,322111,0,Active,"Excl. Right to Sell",599000,"Flat,Non-Waterfront",150x305,,2013-06-11T22:59:54,,Yes,"- Active","Telephone,Other See Remarks",Yes,2949368,1,2013-01-22T21:39:52,,34450,,"Vacant Land","Just over one acre with 150 feet of hwy frontage on Pleasant Grove Road (Hwy 581) inside Inverness City Limits next door to Applebee's. Great location for any business including fast food, medical, office or retail-city water and sewer--1100 sq. foot home built in 1949 being sold as is-listing agent is owner of property",,,,"County,Paved","Sewer - Public,Water - Public",No,"Key in Office",,FL,2013-06-11,,"Pleasant Grove Road",105,,2412,,,,,2007,"Cash,Conventional",No,,,Yes,Yes,,No,,
2.4,Yes,"- Active","264x400----------2.4 acres mol",,"Other See Remarks",,"Other See Remarks",Hernando,,,,,,2013-06-11,,"Hwy 486 (Norvelle Bryant)just East of Citrus Hills on North East Corner of Thacher and Norvelle Bryant.",Yes,Yes,,,No,,No,No,Commercial,,"Lot 37 and lot 36 less north 200 feet --Hercala Acres Unit 2--alt key 1622085 and 2495618",No,2755386054,27553860,2007-12-14,54,,08,2755,386,322155,0,Active,"Excl. Right to Sell",400000,"Acreage,Corner Lot,Flat","264x400----------2.4 acres mol",,2013-06-11T22:59:38,,Yes,"- Active","Cable TV,Septic Sewer,Well,Other See Remarks",Yes,1622085,1,2009-12-11T16:10:14,,34442,,"Vacant Land","264 feet on Hwy---2.4 acres mol zoned commercial on NE corner of Thacher Ave. and Norvelle Bryan Hwy. near Citrus Hills--Great visibility high on hill--water and sewer-1600 sq. ft doublewide with carport being sold as is-listing agent is owner of property",N,,,,"Water - Private Well",No,"Call List Agent",,FL,2013-06-11,E,"Norvell Bryant Hwy",1871,,3100,,,,,2007,"Cash,Conventional",No,,,Yes,Yes,,No,,
1.15,Yes,"- Active","200x262 mol",,"Cable TV,Electric-Progress Energy,Sewer,Telephone",No,None,Homosassa,,,,,,2013-06-11,,"From Crystal River on right just past Harley Davidson",Yes,Yes,,None,Unverified,,No,No,Commercial,," Citrus County Property Appraiser alt key  1115981",Yes,2755386054,27553860,2012-01-29,54,,23,2755,386,353535,0,Active,"Excl. Right to Sell",125000,Flat,"200x262 mol",,2013-06-11T22:58:36,0,Yes,"- Active","Electric-Progress Energy",No,1115981,1,2013-01-14T22:38:38,,34448,,"Vacant Land","200 feet(mol) of hwy frontage in growing area of Citrus County--Great location for any retail business--located on th east side of Hwy 19 between Crystal River and Homosassa Springs near major car dealers. North side of NCB Storage.The listing broker is a director on the board of the company that owns the property.",E,,,Paved,"Sewer - Public,Water - Public",No,"Appointment Only,Call List Office",,FL,2013-06-11,,"South Suncoast Blvd",1891,,2217,,,,,2011,"Cash,Conventional",No,,,Yes,Yes,,No,,
1,Yes,"- Active","43200 sq ft",,"Electric-Progress Energy,Natural Gas,Overhead,Telephone",No,"Other See Remarks",Inverness,,,"Other See Remarks",,Arlene,2013-06-11,,"Hwy 44 West on North side of road 3/4 mile east of Croft Road",Yes,Yes,,"Other See Remarks",Unverified,,No,No,Commercial,,"alt keys--1660661--1660742---1660670 Citrus County Property Appraiser",No,2755386054,27553860,2011-08-01,54,,08,2755,386,350585,0,Active,"Excl. Right to Sell",599000,"Other See Remarks","43200 sq ft",,2013-06-11T23:00:10,,Yes,"- Active","Other See Remarks",No,1660670,1,2013-01-22T21:38:38,,34452,,"Vacant Land","just under one acre on busy Hwy 44 just outside Inverness city limits on North side of Hwy-app 1. mile East of Wall Mart Super Store and Lowes.Great location for any type of retail or office including medical.Has drive way cut on Hwy 44 and goes back to Jerome Street",,,,State,"Sewer - None,Water - Needs Well",No,Vacant,,FL,2013-06-11,E,"gulf to lake hwy",3493,,1874,,,,,2010,"Cash,Conventional",No,,,Yes,Yes,,No,,
.22,Yes,"- Active",,,"Public Water",No,"Other See Remarks",Inverness,,,,,desota,2012-07-09,,"south appopka-left on hemlock-on right just past desota.",Yes,Yes,,,No,,No,No,"Single Family Residential",,"lots 23-24 blk 233 inverness highlands south",No,2755386054,27553860,2012-07-03,54,,07,2755,386,356354,0,Active,"Excl. Right to Sell",5500,"2+ Lots",,,2012-07-09T12:58:00,,Yes,"- Active","Cable TV",No,1773466,1,2012-07-05T18:08:45,,34450,,"Vacant Land","nice building lot -great location on pretty street near shopping, medical , etc.",,,80,Paved,"Sewer - None,Water - Public",No,Vacant,,FL,2012-07-09,,hemlock,609,"Inverness Highlands South",84.55,,,,,2011,"Cash,Conventional",No,,No,Yes,Yes,,No,,
.91,Yes,"- Active",100X400N,,"Cable TV,Public Water,Sewer,Telephone",No,"Other See Remarks","Crystal River",,,,,,2013-06-11,,"LOCATED ON EAST SIDE OF HWY 19 JUST NORTH OF AIRPORT",Yes,Yes,,None,Unverified,,No,No,Commercial,,"SEE ALT KEY 2258063 CITRUS COUNTY PROPERTY APPRAISER",Yes,2755386054,27553860,2012-04-25,54,,16,2755,386,355215,0,Active,"Excl. Right to Sell",160000,"Other See Remarks",100X400N,,2013-06-11T22:58:54,,Yes,"- Active","Other See Remarks",No,2258063,1,2013-05-16T20:16:45,,34429,,"Vacant Land","ALMOST ONE ACRE LOCATED ON HYW 19 JUST NORTH OF THE CRYSTAL RIVER AIRPORT--GREAT LOCATION FOR ANY RETAIL OR OFFICE BUSINESS",,,,Federal,"Sewer - Public,Water - Public",No,"Go There",,FL,2013-06-11,N,"SUNSCOAST BLVD",935,,3741,,,,,2011,"Cash,Conventional",No,,No,Yes,Yes,,No,,
1.21,Yes,"- Active",160x330,,"Septic Sewer,Well",,None,Inverness,,,,,"Brushwood Trail",2010-06-03,,"Hwy 44 East to L on Eden Gardens to L on Victory to a R on Schmidt to L on Tabitha Path",Yes,Yes,,,Unverified,,No,,"Mobile Home,Single Family Residential",,"Lengthy-alt key# 2453176",No,2755158029,27551580,2006-04-21,29,,02,2755,158,300272,0,Active,"Exclusive Agency",5000,"Acreage,Non-Waterfront,Rectangle,Room for Pool",160x330,,2013-01-11T17:56:57,,Yes,"- Active",None,No,2453176,1,2012-12-19T15:28:56,,34450,,"Vacant Land","1.2 acres in Inverness. Mobile homes allowed. Impact fees have been drastically reduced! It's a great time to buy.",E,,160,Unpaved,"Water - Needs Well",No,"Go There",,FL,2013-01-11,S,"Tabitha Path",175,"Not in Subdivision",199.33,,20e,01,19s,2006,"Cash,Conventional",No,,,No,No,,No,,
